url,uri,name,tracks,category
https://open.spotify.com/playlist/37i9dQZF1DX1OIMC8iDi74,spotify:playlist:37i9dQZF1DX1OIMC8iDi74,Trap Mojito,100,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DWVY4eLfA3XFQ,spotify:playlist:37i9dQZF1DWVY4eLfA3XFQ,Operator,176,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DWU4EQPjP9ZpS,spotify:playlist:37i9dQZF1DWU4EQPjP9ZpS,vaporwave,100,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DX3FJKV5EZtau,spotify:playlist:37i9dQZF1DX3FJKV5EZtau,Pixel Garden,100,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DX2VvACCrgjrt,spotify:playlist:37i9dQZF1DX2VvACCrgjrt,Nasty Bits,100,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DX0pH2SQMRXnC,spotify:playlist:37i9dQZF1DX0pH2SQMRXnC,Hardstyle Bangers,200,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DX0r3x8OtiwEM,spotify:playlist:37i9dQZF1DX0r3x8OtiwEM,Lowkey Tech,60,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DX9cbNxuNYT3d,spotify:playlist:37i9dQZF1DX9cbNxuNYT3d,French Touch,50,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DXbXD9pMSZomS,spotify:playlist:37i9dQZF1DXbXD9pMSZomS,Lo-Fi House,60,edm_dance
https://open.spotify.com/playlist/37i9dQZF1DX3d2wagqzwmM,spotify:playlist:37i9dQZF1DX3d2wagqzwmM,Big Room Dance,60,edm_dance
