url,uri,name,tracks,category
https://open.spotify.com/playlist/37i9dQZF1DX1KHLbhJkg7B,spotify:playlist:37i9dQZF1DX1KHLbhJkg7B,Country Covers,100,country
https://open.spotify.com/playlist/37i9dQZF1DX6RCydf9ytsj,spotify:playlist:37i9dQZF1DX6RCydf9ytsj,Country's Greatest Hits:  The '80s,163,country
https://open.spotify.com/playlist/37i9dQZF1DXdgnLr18vPvu,spotify:playlist:37i9dQZF1DXdgnLr18vPvu,Tailgate Party,83,country
https://open.spotify.com/playlist/37i9dQZF1DX05oRSrPGj3d,spotify:playlist:37i9dQZF1DX05oRSrPGj3d,Heart Of Texas,52,country
https://open.spotify.com/playlist/37i9dQZF1DWZBCPUIUs2iR,spotify:playlist:37i9dQZF1DWZBCPUIUs2iR,Country's Greatest Hits,99,country
https://open.spotify.com/playlist/37i9dQZF1DWWH0izG4erma,spotify:playlist:37i9dQZF1DWWH0izG4erma,Country Rocks,76,country
https://open.spotify.com/playlist/37i9dQZF1DX13kFuGnInkY,spotify:playlist:37i9dQZF1DX13kFuGnInkY,ACM Awards 2021,102,country
https://open.spotify.com/playlist/37i9dQZF1DWYiR2Uqcon0X,spotify:playlist:37i9dQZF1DWYiR2Uqcon0X,Country Coffeehouse,82,country
https://open.spotify.com/playlist/37i9dQZF1DWXepGEFFmQXJ,spotify:playlist:37i9dQZF1DWXepGEFFmQXJ,Fresh Country,60,country
https://open.spotify.com/playlist/37i9dQZF1DX49poIUZYXp7,spotify:playlist:37i9dQZF1DX49poIUZYXp7,Women of Country,134,country
https://open.spotify.com/playlist/37i9dQZF1DXbDjX0hus3Iu,spotify:playlist:37i9dQZF1DXbDjX0hus3Iu,Southern Rock 101,106,country
https://open.spotify.com/playlist/37i9dQZF1DX7M1twJ8D6TS,spotify:playlist:37i9dQZF1DX7M1twJ8D6TS,Texas Music Rewind,79,country
https://open.spotify.com/playlist/37i9dQZF1DX3Ee0ngF5ZVQ,spotify:playlist:37i9dQZF1DX3Ee0ngF5ZVQ,Texas Music Now,81,country
https://open.spotify.com/playlist/37i9dQZF1DX9hWdQ46pHPo,spotify:playlist:37i9dQZF1DX9hWdQ46pHPo,Forever Country,78,country
https://open.spotify.com/playlist/37i9dQZF1DX7CGYgLhqwu5,spotify:playlist:37i9dQZF1DX7CGYgLhqwu5,60s Country,102,country
https://open.spotify.com/playlist/37i9dQZF1DWYvU2z6HruAo,spotify:playlist:37i9dQZF1DWYvU2z6HruAo,Hot Country Presents:  Best Country Songs of 2020,62,country
https://open.spotify.com/playlist/37i9dQZF1DX4bf0P6HTTom,spotify:playlist:37i9dQZF1DX4bf0P6HTTom,Country Rock Classics,49,country
https://open.spotify.com/playlist/37i9dQZF1DWU2LcZVHsTdv,spotify:playlist:37i9dQZF1DWU2LcZVHsTdv,Country by the Grace of God,85,country
https://open.spotify.com/playlist/37i9dQZF1DX5mB2C8gBeUM,spotify:playlist:37i9dQZF1DX5mB2C8gBeUM,Wild Country,109,country
https://open.spotify.com/playlist/37i9dQZF1DWTQrwBpetTXv,spotify:playlist:37i9dQZF1DWTQrwBpetTXv,#SpotifyTBT: Women of Country,70,country
https://open.spotify.com/playlist/37i9dQZF1DWXi7h4mmmkzD,spotify:playlist:37i9dQZF1DWXi7h4mmmkzD,Country Nights,93,country
https://open.spotify.com/playlist/37i9dQZF1DWSCp8Clax7tf,spotify:playlist:37i9dQZF1DWSCp8Clax7tf,Legendary Women of Country,90,country
https://open.spotify.com/playlist/37i9dQZF1DWUPRADzDnbMq,spotify:playlist:37i9dQZF1DWUPRADzDnbMq,Gulf & Western,53,country
https://open.spotify.com/playlist/37i9dQZF1DWYBXdN7izJSV,spotify:playlist:37i9dQZF1DWYBXdN7izJSV,Alt Country Classics,75,country
https://open.spotify.com/playlist/37i9dQZF1DWYP5PUsVbso9,spotify:playlist:37i9dQZF1DWYP5PUsVbso9,70s Country,96,country
https://open.spotify.com/playlist/37i9dQZF1DX5OrO2Jxuvdn,spotify:playlist:37i9dQZF1DX5OrO2Jxuvdn,Country Workout,125,country
https://open.spotify.com/playlist/37i9dQZF1DWWnpcjfCqaW0,spotify:playlist:37i9dQZF1DWWnpcjfCqaW0,50s Country,96,country
https://open.spotify.com/playlist/37i9dQZF1DXdDIhtzn7T2e,spotify:playlist:37i9dQZF1DXdDIhtzn7T2e,Greener Pastures,52,country
https://open.spotify.com/playlist/37i9dQZF1DWVn8zvR5ROMB,spotify:playlist:37i9dQZF1DWVn8zvR5ROMB,New Music Nashville,126,country
https://open.spotify.com/playlist/37i9dQZF1DXdmMcgFhLQ8u,spotify:playlist:37i9dQZF1DXdmMcgFhLQ8u,Country Heartache,75,country
https://open.spotify.com/playlist/37i9dQZF1DWYUfsq4hxHWP,spotify:playlist:37i9dQZF1DWYUfsq4hxHWP,Fresh Finds: Country,101,country
https://open.spotify.com/playlist/37i9dQZF1DX2ViysbCzMHO,spotify:playlist:37i9dQZF1DX2ViysbCzMHO,Nashville Stripped,99,country
https://open.spotify.com/playlist/37i9dQZF1DWSttCmn8GHUg,spotify:playlist:37i9dQZF1DWSttCmn8GHUg,Country Music 101:  God Bless the USA,72,country
https://open.spotify.com/playlist/37i9dQZF1DXcYKwAtV4NDh,spotify:playlist:37i9dQZF1DXcYKwAtV4NDh,History of Country Music,107,country
